en,fr,it,de,es,ko,kana
Bug Gems,Joyaux Insecte,Bijoucoleottero,Käferjuwelen,Gemas Bicho,벌레주얼,むしのジュエル
Rock Gems,Joyaux Roche,Bijouroccia,Gesteinsjuwelen,Gemas Roca,바위주얼,いわのジュエル
Ghost Gems,Joyaux Spectre,Bijouspettro,Geisterjuwelen,Gemas Fantasma,고스트주얼,ゴーストジュエル
Dragon Gems,Joyaux Dragon,Bijoudrago,Drakojuwelen,Gemas Dragón,드래곤주얼,ドラゴンジュエル
Dark Gems,Joyaux Ténèbres,Bijoubuio,Unlichtjuwelen,Gemas Siniestras,악주얼,あくのジュエル
Steel Gems,Joyaux Acier,Bijouacciaio,Stahljuwelen,Gemas Acero,강철주얼,はがねのジュエル
Normal Gems,Joyaux Normal,Bijounormale,Normaljuwelen,Gemas Normales,노말주얼,ノーマルジュエル
Health Feathers,Plumes Santé,Piumsalute,Heilfedern,Plumas Vigor,체력날개,たいりょくのハネ
Muscle Feathers,Plumes Force,Piumpotenza,Kraftfedern,Plumas Músculo,근력날개,きんりょくのハネ
Resist Feathers,Plumes Armure,Piumtutela,Abwehrfedern,Plumas Aguante,저항력날개,ていこうのハネ
Genius Feathers,Plumes Esprit,Piumingegno,Geniefedern,Plumas Intelecto,지력날개,ちりょくのハネ
Clever Feathers,Plumes Mental,Piumintuito,Espritfedern,Plumas Mente,정신력날개,せいしんのハネ
Swift Feathers,Plumes Sprint,Piumreazione,Flinkfedern,Plumas Ímpetu,순발력날개,しゅんぱつのハネ
Pretty Feathers,Jolies Plumes,Piumebelle,Prachtfedern,Plumas Bellas,고운날개,きれいなハネ
Cover Fossils,Fossiles Plaques,Fossiltappo,Schildfossilien,Fósiles Tapa,덮개화석,ふたのカセキ
Plume Fossils,Fossiles Plumes,Fossilpiuma,Federfossilien,Fósiles Pluma,날개화석,はねのカセキ
Liberty Passes,Passes Liberté,Liberticket,Gartenpässe,Tarjetas Libertad,리버티티켓,リバティチケット
Pass Orbs,Offrisphères,Passabilie,Transferorbs,Regalosferas,딜구슬,デルダマ
Dream Balls,Rêve Balls,Dream Ball,Traumbälle,Ensueño Balls,드림볼,ドリームボール
Poké Toys,Poké Plumets,Pokégingilli,Pokéwedel,Pokéseñuelos,포켓풀,ポケじゃらし
Prop Cases,Boîtes Parure,Portagadget,Deko-Boxen,Neceseres,굿즈케이스,グッズケース
Dragon Skulls,Crânes Dragons,Teschi,Drakoschädel,Cráneos Dragón,드래곤의뼈,ドラゴンのホネ
Balm Mushrooms,Champis Suaves,Profumfunghi,Duftpilze,Setas Aroma,향기버섯,かおるキノコ
Big Nuggets,Maxi Pépites,Granpepite,Riesennuggets,Maxipepitas,큰금구슬,でかいきんのたま
Pearl Strings,Perles Triples,Trittiperle,Triperlen,Sartas Perlas,경단진주,おだんごしんじゅ
Comet Shards,Morceaux Comète,Pezzi Cometa,Kometstücke,Fragmentos Cometa,혜성조각,すいせいのかけら
Relic Coppers,Vieux Sous,Soldantichi,Alte Heller,Reales Cobre,고대의동화,こだいのどうか
Relic Silvers,Vieux Écus,Ducatantichi,Alte Taler,Reales Plata,고대의은화,こだいのぎんか
Relic Golds,Vieux Ducats,Doblonantichi,Alte Dukaten,Reales Oro,고대의금화,こだいのきんか
Relic Vases,Vieux Vases,Vasantichi,Alte Vasen,Ánforas,고대의항아리,こだいのツボ
Relic Bands,Vieux Bijoux,Bracciantichi,Alte Reife,Brazales,고대의팔찌,こだいのうでわ
Relic Statues,Vieux Santons,Statuantiche,Alte Statuen,Efigies Antiguas,고대의석상,こだいのせきぞう
Relic Crowns,Vieux Tortils,Coronantiche,Alte Kronen,Coronas Antiguas,고대의왕관,こだいのおうかん
Casteliacones,Glaces Volute,Conistropoli,Stratos-Eis,Porcehelados,구름아이스,ヒウンアイス
Dire Hit 2s,Muscles 2,Supercolpi 2,Angriffplus2,Crítico X 2,크리티컬커터2,クリティカット２
X Speed 2s,Vitesses 2,Velocità X-2,X-Initiative 2,Velocidad X 2,스피드업2,スピーダー２
X Sp. Atk 2s,Atq. Spé. 2,Att. Sp. X-2,X-Sp.-Ang. 2,Ataque Especial X 2,스페셜업2,ＳＰアップ２
X Sp. Def 2s,Déf. Spé. 2,Dif. Spec. X-2,X-Sp.-Vert. 2,Defensa Especial X 2,스페셜가드2,ＳＰガード２
X Defense 2s,Défenses 2,Difese X-2,X-Verteidigung 2,Defensa X 2,디펜드업2,ディフェンダー２
X Attack 2s,Attaques 2,Attacchi X-2,X-Angriff 2,Ataque X 2,플러스파워2,プラスパワー２
X Accuracy 2s,Précisions 2,Precisioni X-2,X-Genauigkeit 2,Precisión X 2,잘-맞히기2,ヨクアタール２
X Speed 3s,Vitesses 3,Velocità X-3,X-Initiative 3,Velocidad X 3,스피드업3,スピーダー３
X Sp. Atk 3s,Atq. Spé. 3,Att. Sp. X-3,X-Sp.-Ang. 3,Ataque Especial X 3,스페셜업3,ＳＰアップ３
X Sp. Def 3s,Déf. Spé. 3,Dif. Spec. X-3,X-Sp.-Vert. 3,Defensa Especial X 3,스페셜가드3,ＳＰガード３
X Defense 3s,Défenses 3,Difese X-3,X-Verteidigung 3,Defensa X 3,디펜드업3,ディフェンダー３
X Attack 3s,Attaques 3,Attacchi X-3,X-Angriff 3,Ataque X 3,플러스파워3,プラスパワー３
X Accuracy 3s,Précisions 3,Precisioni X-3,X-Genauigkeit 3,Precisión X 3,잘-맞히기3,ヨクアタール３
X Speed 6s,Vitesses 6,Velocità X-6,X-Initiative 6,Velocidad X 6,스피드업6,スピーダー６
X Sp. Atk 6s,Atq. Spé. 6,Att. Sp. X-6,X-Sp.-Ang. 6,Ataque Especial X 6,스페셜업6,ＳＰアップ６
X Sp. Def 6s,Déf. Spé. 6,Dif. Spec. X-6,X-Sp.-Vert. 6,Defensa Especial X 6,스페셜가드6,ＳＰガード６
X Defense 6s,Défenses 6,Difese X-6,X-Verteidigung 6,Defensa X 6,디펜드업6,ディフェンダー６
X Attack 6s,Attaques 6,Attacchi X-6,X-Angriff 6,Ataque X 6,플러스파워6,プラスパワー６
X Accuracy 6s,Précisions 6,Precisioni X-6,X-Genauigkeit 6,Precisión X 6,잘-맞히기6,ヨクアタール６
Ability Urges,Appels Talent,Chiamabilità,Fähigk.-Appelle,Habilitadores,스킬콜,スキルコール
Item Drops,Jette Objets,Lascioggetto,Itemabwürfe,Tiraobjetos,아이템드롭,アイテムドロップ
Item Urges,Appel Objets,Chiamoggetto,Itemappelle,Activaobjetos,아이템콜,アイテムコール
Reset Urges,Réamorçages,Ripristini,Umkehrappelle,Quitaestados,플랫콜,フラットコール
Dire Hit 3s,Muscles 3,Supercolpi 3,Angriffplus3,Crítico X 3,크리티컬커터3,クリティカット３
Light Stones,Galets Blancs,Chiaroliti,Lichtsteine,Orbes Claros,라이트스톤,ライトストーン
Dark Stones,Galets Noirs,Scuroliti,Dunkelsteine,Orbes Oscuros,다크스톤,ダークストーン
TM93s,CT93,MT93,TM93,MT93,기술머신93,わざマシン９３
TM94s,CT94,MT94,TM94,MT94,기술머신94,わざマシン９４
TM95s,CT95,MT95,TM95,MT95,기술머신95,わざマシン９５
Xtransceivers,Vokits,Interpoké,Viso-Caster,Videomisores,라이브캐스터,ライブキャスター
???,???,???,???,(?),???,ゴッドストーン
Gram 1s,Courriers 1,Missive 1,Briefpost 1,Envíos 1,배달물1,はいたつぶつ１
Gram 2s,Courriers 2,Missive 2,Briefpost 2,Envíos 2,배달물2,はいたつぶつ２
Gram 3s,Courriers 3,Missive 3,Briefpost 3,Envíos 3,배달물3,はいたつぶつ３
Xtransceivers,Vokits,Interpoké,Viso-Caster,Videomisores,라이브캐스터,ライブキャスター
Medal Boxes,Boîtes Médailles,Box Premi,Medaillenboxen,Cajas de Insignias,메달박스,メダルボックス
DNA Splicers,Pointeaux ADN,Cunei DNA,DNS-Keile,Puntas ADN,유전자쐐기,いでんしのくさび
DNA Splicers,Pointeaux ADN,Cunei DNA,DNS-Keile,Puntas ADN,유전자쐐기,いでんしのくさび
Permits,Permis,Permessi,Genehmigungen,Pases,허가증,きょかしょう
Oval Charms,Charmes Ovales,Ovamuleti,Ovalpins,Amuletos Ovales,둥근부적,まるいおまもり
Shiny Charms,Charmes Chroma,Cromamuleti,Schillerpins,Amuletos Iris,빛나는부적,ひかるおまもり
Plasma Cards,Cartes Plasma,Carte Plasma,Plasmakarten,Tarjetas Plasma,플라스마카드,プラズマカード
Grubby Hankies,Mouchoirs Sales,Pezze Sporche,Schnäuztücher,Pañuelos Sucios,더러운손수건,よごれたハンカチ
Colress Machines,Nikodules,Acrocongegni,Achromaten,Acromáquinas,아크로마머신,アクロママシーン
Dropped Items,Objets Trouvés,Oggetti persi,Fundsachen,Objetos Perdidos,잊은물건,わすれもの
Dropped Items,Objets Trouvés,Oggetti persi,Fundsachen,Objetos Perdidos,잊은물건,わすれもの
Reveal Glasses,Miroirs Sacrés,Verispecchi,Wahrspiegel,Espejos Veraces,비추는거울,うつしかがみ
Weakness Policies,Vulné-Assurances,Vulneropolizze,Schwächenschutze,Seguros Debilidad,약점보험,じゃくてんほけん
Assault Vests,Vestes de Combat,Corpetti assalto,Offensivwesten,Chalecos Asalto,돌격조끼,とつげきチョッキ
Holo Casters,Holokits,Holovox,Holo-Logs,Holomisores,홀로캐스터,ホロキャスター
Prof’s Letters,Lettres du Prof,Lettere del Prof,Briefe vom Prof,Cartas Profesor,박사의편지,はかせのてがみ
Roller Skates,Rollers,Pattini,Rollerskates,Patines,롤러스케이트,ローラースケート
Pixie Plates,Plaques Pixie,Lastrespiritello,Feentafeln,Tablas Duende,정령플레이트,せいれいプレート
Ability Capsules,Pilules Talent,Capsule abilità,Fähigk.-Kapseln,Cápsulas Habilidad,특성캡슐,とくせいカプセル
Whipped Dreams,Chantibonbons,Dolcispume,Sahnehäubchen,Dulces de Nata,휘핑팝,ホイップポップ
Sachets,Sachets Senteur,Bustine aromi,Duftbeutel,Saquitos Fragantes,향기주머니,においぶくろ
Luminous Moss,Lichens Lumineux,Muschiluce,Leuchtmoose,Musgos Brillantes,빛이끼,ひかりごけ
Snowballs,Boules de Neige,Palle di neve,Schneebälle,Bolas de Nieve,눈덩이,ゆきだま
Safety Goggles,Lunettes Filtre,Visierantisabbia,Schutzbrillen,Gafas Protectoras,방진고글,ぼうじんゴーグル
Poké Flutes,Poké Flûtes,Poké Flauti,Pokéflöten,Poké Flautas,포켓몬피리,ポケモンのふえ
Rich Mulch,Fertibondances,Fertilflorido,Sprießmulche,Abonos Fértiles,주렁주렁비료,たわわこやし
Surprise Mulch,Fertistantanés,Fertilsorpresa,Wundermulche,Abonos Sorpresa,깜놀비료,びっくりこやし
Boost Mulch,Fertibérances,Fertilcopioso,Wuchermulche,Abonos Fructíferos,부쩍부쩍비료,ぐんぐんこやし
Amaze Mulch,Fertiprodiges,Fertilprodigio,Ultramulche,Abonos Insólitos,기절초풍비료,とんでもこやし
Gengarites,Ectoplasmites,Gengariti,Gengarnite,Gengaritas,팬텀나이트,ゲンガナイト
Gardevoirites,Gardevoirites,Gardevoiriti,Guardevoirnite,Gardevoiritas,가디안나이트,サーナイトナイト
Ampharosites,Pharampites,Ampharositi,Ampharosnite,Ampharositas,전룡나이트,デンリュウナイト
Venusaurites,Florizarrites,Venusauriti,Bisaflornite,Venusauritas,이상해꽃나이트,フシギバナイト
Charizardite Xs,Dracaufites X,Charizarditi X,Gluraknite X,Charizarditas X,리자몽나이트X,リザードナイトＸ
Blastoisinites,Tortankites,Blastoisiti,Turtoknite,Blastoisitas,거북왕나이트,カメックスナイト
Mewtwonite Xs,Mewtwoïtes X,Mewtwoiti X,Mewtunite X,Mewtwoitas X,뮤츠나이트X,ミュウツナイトＸ
Mewtwonite Ys,Mewtwoïtes Y,Mewtwoiti Y,Mewtunite Y,Mewtwoitas Y,뮤츠나이트Y,ミュウツナイトＹ
Blazikenites,Braségalites,Blazikeniti,Lohgocknite,Blazikenitas,번치코나이트,バシャーモナイト
Medichamites,Charminites,Medichamiti,Meditalisnite,Medichamitas,요가램나이트,チャーレムナイト
Houndoominites,Démolossites,Houndoomiti,Hundemonite,Houndoomitas,헬가나이트,ヘルガナイト
Aggronites,Galekingites,Aggroniti,Stollossnite,Aggronitas,보스로라나이트,ボスゴドラナイト
Banettites,Branettites,Banettiti,Banetteonite,Banettitas,다크펫나이트,ジュペッタナイト
Tyranitarites,Tyranocivites,Tyranitariti,Despotarnite,Tyranitaritas,마기라스나이트,バンギラスナイト
Scizorites,Cizayoxites,Scizoriti,Scheroxnite,Scizoritas,핫삼나이트,ハッサムナイト
Pinsirites,Scarabruites,Pinsiriti,Pinsirnite,Pinsiritas,쁘사이저나이트,カイロスナイト
Aerodactylites,Ptéraïtes,Aerodactyliti,Aerodactylonite,Aerodactylitas,프테라나이트,プテラナイト
Lucarionites,Lucarites,Lucariti,Lucarionite,Lucaritas,루카리오나이트,ルカリオナイト
Abomasites,Blizzarites,Abomasnowiti,Rexblisarnite,Abomasnowitas,눈설왕나이트,ユキノオナイト
Kangaskhanites,Kangourexites,Kangaskhaniti,Kangamanite,Kangaskhanitas,캥카나이트,ガルーラナイト
Gyaradosites,Léviatorites,Gyaradositi,Garadosnite,Gyaradositas,갸라도스나이트,ギャラドスナイト
Absolites,Absolites,Absoliti,Absolnite,Absolitas,앱솔나이트,アブソルナイト
Charizardite Ys,Dracaufites Y,Charizarditi Y,Gluraknite Y,Charizarditas Y,리자몽나이트Y,リザードナイトＹ
Alakazites,Alakazamites,Alakazamiti,Simsalanite,Alakazamitas,후디나이트,フーディナイト
Heracronites,Scarhinoïtes,Heracrossiti,Skarabornite,Heracrossitas,헤라크로스나이트,ヘラクロスナイト
Mawilites,Mysdibulites,Mawiliti,Flunkifernite,Mawilitas,입치트나이트,クチートナイト
Manectites,Élecsprintites,Manectriciti,Voltensonite,Manectricitas,썬더볼트나이트,ライボルトナイト
Garchompites,Carchacrokites,Garchompiti,Knakracknite,Garchompitas,한카리아스나이트,ガブリアスナイト
Latiasites,Latiasites,Latiasiti,Latiasnite,Latiasitas,라티아스나이트,ラティアスナイト
Latiosites,Latiosites,Latiositi,Latiosnite,Latiositas,라티오스나이트,ラティオスナイト
Roseli Berries,Baies Selro,Baccarcadè,Hibisbeeren,Bayas Hibis,로셀열매,ロゼルのみ
Kee Berries,Baies Éka,Baccalighia,Akibeeren,Bayas Biglia,악키열매,アッキのみ
Maranga Berries,Baies Rangma,Baccapane,Tarabeeren,Bayas Maranga,타라프열매,タラプのみ
Sprinklotads,Nénurrosoirs,Irrigalotad,Loturzelkannen,Lotadgaderas,연꽃몬물뿌리개,ハスボーじょうろ
TM96s,CT96,MT96,TM96,MT96,기술머신96,わざマシン９６
TM97s,CT97,MT97,TM97,MT97,기술머신97,わざマシン９７
TM98s,CT98,MT98,TM98,MT98,기술머신98,わざマシン９８
TM99s,CT99,MT99,TM99,MT99,기술머신99,わざマシン９９
TM100s,CT100,MT100,TM100,MT100,기술머신100,わざマシン１００
Power Plant Passes,Passes Centrale,Pass Centrale,Kraftwerks-Pässe,Pases Central,발전소패스,はつでんしょパス
Mega Rings,Méga-Anneaux,Megacerchi,Mega-Ringe,Mega-Aros,메가링,メガリング
Intriguing Stones,Pierres Insolites,Sassi suggestivi,Kuriose Steine,Piedras Insólitas,대단할듯한돌,すごそうないし
Common Stones,Pierres Ordinaires,Sassi qualsiasi,Normale Steine,Piedras Comunes,흔해빠진돌,ありふれたいし
Discount Coupons,Bons Réduction,Buoni sconto,Rabattmarken,Vales Descuento,바겐세일티켓,バーゲンチケット
Elevator Keys,Clés Ascenseur,Chiavi ascensore,Liftschlüssel,Llaves Ascensor,엘리베이터키,エレベータのキー
TMV Passes,Passes TMV,Pass TMV,TMV-Pässe,Abonos del TMV,TMV패스,ＴＭＶパス
Honors of Kalos,Insignes de Kalos,Emblemi di Kalos,Kalos-Embleme,Emblemas de Kalos,칼로스엠블럼,カロスエンブレム
Adventure Guides,ABC Aventure,Guide Avventura,Abenteuerfibeln,Guías de Aventura,탐험수칙,たんけんこころえ
Strange Souvenirs,Bibelots Bizarres,Strani ninnoli,Skurriloskulpturen,Estatuillas Raras,이상한장식품,ふしぎなおきもの
Lens Cases,Boîtes Lentilles,Portalenti,Linsenetuis,Portalentillas,렌즈케이스,レンズケース
Makeup Bags,Trousses Beauté,Trousse,Kosmetiketuis,Kits Maquillaje,코스메틱파우치,コスメポーチ
Travel Trunks,Malles Penderie,Bauli per abiti,Kleiderkoffer,Maletas,의상트렁크,いしょうトランク
Lumiose Galettes,Galettes Illumis,Pan di Lumi,Illumina-Galetten,Crêpes Luminalia,미르갈레트,ミアレガレット
Shalour Sables,Sablés Yantreizh,Yantafrollini,Yantara-Sablés,Galletas Yantra,사라사블레,シャラサブレ
Jaw Fossils,Fossiles Mâchoires,Fossilmascella,Kieferfossilien,Fósiles Mandíbula,턱화석,アゴのカセキ
Sail Fossils,Fossiles Nageoires,Fossilpinna,Flossenfossilien,Fósiles Aleta,지느러미화석,ヒレのカセキ
Looker Tickets,Tickets Beladonis,Carte Bellocchio,LeBelle-Tickets,Boletos Handsome,핸섬티켓,ハンサムチケット
Bikes,Bicyclettes,Biciclette,Fahrräder,Bicis,자전거,じてんしゃ
Holo Casters,Holokits,Holovox,Holo-Logs,Holomisores,홀로캐스터,ホロキャスター
Fairy Gems,Joyaux Fée,Bijoufolletto,Feenjuwelen,Gemas Hada,페어리주얼,ようせいジュエル
Mega Charms,Méga-Charmes,Megaciondoli,Megaillons,Megacolgantes,메가참,メガチャーム
Mega Gloves,Méga-Gants,Megaguanti,Mega-Handschuhe,Megaguantes,메가글러브,メガグローブ
Mach Bikes,Vélos de Course,Bici da corsa,Eilräder,Bicis de Carreras,마하자전거,マッハじてんしゃ
Acro Bikes,Vélos Cross,Bici da cross,Kunsträder,Bicis Acrobáticas,더트자전거,ダートじてんしゃ
Wailmer Pails,Wailmerrosoirs,Vasi Wailmer,Wailmerkannen,Wailmegaderas,고래왕자물뿌리개,ホエルコじょうろ
Devon Parts,Packs Devon,Merce Devon,Devon-Waren,Piezas Devon,데봉화물,デボンのにもつ
Soot Sacks,Sacs à Suie,Sacchi cenere,Aschetaschen,Sacos Hollín,재주머니,はいぶくろ
Basement Keys,Clés Sous-Sol,Chiavi sotterr.,Kelleröffner,Llaves del Sótano,지하열쇠,ちかのカギ
Pokéblock Kits,Kits Pokébloc,Kit Pokémelle,Pokériegel-Sets,Kits de Pokécubos,포켓몬스넥키트,ポロックキット
Letters,Lettres à Pierre,Lettere,Briefe an Troy,Cartas a Máximo,성호에게줄편지,ダイゴへのてがみ
Eon Tickets,Passes Éon,Biglietti Eone,Äon-Tickets,Tickets Eón,무한티켓,むげんのチケット
Scanners,Scanners,Scanner,Scanner,Escáneres,탐지기,たんちき
Go-Goggles,Lunettes Sable,Occhialoni,Wüstenbrillen,Gafas Aislantes,고고고글,ゴーゴーゴーグル
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき
Keys to Room 1,Clés Salle 1,Chiavi stanza 1,R1-Schlüssel,Ll. Habitación 1,1호실열쇠,１ごうしつのカギ
Keys to Room 2,Clés Salle 2,Chiavi stanza 2,R2-Schlüssel,Ll. Habitación 2,2호실열쇠,２ごうしつのカギ
Keys to Room 4,Clés Salle 4,Chiavi stanza 4,R4-Schlüssel,Ll. Habitación 4,4호실열쇠,４ごうしつのカギ
Keys to Room 6,Clés Salle 6,Chiavi stanza 6,R6-Schlüssel,Ll. Habitación 6,6호실열쇠,６ごうしつのカギ
Storage Keys,Clés Stockage,Chiavi magazzino,Lagerschlüssel,Llaves Almacén,창고열쇠,そうこのカギ
Devon Scopes,Devon Scopes,Devonscopi,Devon-Scopes,Detectores Devon,데봉스코프,デボンスコープ
S.S. Tickets,Passes Bateau,Biglietti nave,Bootstickets,Tickets Barco,승선티켓,ふねのチケット
HM07s,CS07,MN07,VM07,MO07,비전머신07,ひでんマシン０７
Devon Scuba Gear,Plongeurs Devon,Maschere Devon,Devon-Atemgeräte,Bombonas Devon,데봉봄베,デボンボンベ
Contest Costumes,Costumes Live,Costumi Live,Live-Anzüge,Trajes de Gala,라이브슈트,ライブスーツ
Contest Costumes,Robes Live,Vestiti Live,Live-Kleider,Vestidos de Gala,라이브드레스,ライブドレス
Magma Suits,Scaph. Magma,Tute Magma,Magma-Anzüge,Trajes Magma,마그마슈트,マグマスーツ
Aqua Suits,Scaphandres Aqua,Tute Idro,Aqua-Anzüge,Trajes Aqua,아쿠아슈트,アクアスーツ
Pair of Tickets,Tickets Duo,Biglietti doppi,Zweiertickets,Entradas para dos,페어티켓,ペアチケット
Mega Bracelets,Méga-Bracelets,Megabracciali,Mega-Armreife,Megapulseras,메가뱅글,メガバングル
Mega Pendants,Méga-Pendentifs,Megapendenti,Mega-Anhänger,Megacollares,메가펜던트,メガペンダント
Mega Glasses,Méga-Lunettes,Megaocchiali,Mega-Brillen,Megagafas,메가글라스,メガメガネ
Mega Anchors,Méga-Ancres,Megaancore,Mega-Anker,Megaanclas,메가앵커,メガイカリ
Mega Stickpins,Méga-Pin’s,Megaspille,Mega-Anstecker,Megabroches,메가라펠핀,メガラペルピン
Mega Tiaras,Méga-Tiares,Megadiademi,Mega-Diademe,Megatiaras,메가티아러,メガティアラ
Mega Anklets,Méga-Grèves,Megagambali,Mega-Beinreife,Megatobilleras,메가앵클릿,メガアンクレット
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき
Swampertites,Laggronites,Swampertiti,Sumpexnite,Swampertitas,대짱이나이트,ラグラージナイト
Sceptilites,Jungkites,Sceptiliti,Gewaldronite,Sceptilitas,나무킹나이트,ジュカインナイト
Sablenites,Ténéfixites,Sableyiti,Zobirisnite,Sableynitas,깜까미나이트,ヤミラミナイト
Altarianites,Altarites,Altariti,Altarianite,Altarianitas,파비코리나이트,チルタリスナイト
Galladites,Gallamites,Galladiti,Galagladinite,Galladitas,엘레이드나이트,エルレイドナイト
Audinites,Nanméouïtes,Audiniti,Ohrdochnite,Audinitas,다부니나이트,タブンネナイト
Metagrossites,Métalossites,Metagrossiti,Metagrossnite,Metagrossitas,메타그로스나이트,メタグロスナイト
Sharpedonites,Sharpedites,Sharpediti,Tohaidonite,Sharpedonitas,샤크니아나이트,サメハダナイト
Slowbronites,Flagadossites,Slowbroiti,Lahmusnite,Slowbronitas,야도란나이트,ヤドランナイト
Steelixites,Steelixites,Steelixiti,Stahlosnite,Steelixitas,강철톤나이트,ハガネールナイト
Pidgeotites,Roucarnagites,Pidgeotiti,Taubossnite,Pidgeotitas,피죤투나이트,ピジョットナイト
Glalitites,Oniglalites,Glaliti,Firnontornite,Glalitas,얼음귀신나이트,オニゴーリナイト
Diancites,Diancites,Dianciti,Diancienite,Diancitas,디안시나이트,ディアンシナイト
Prison Bottles,Vases Scellés,Vasi del vincolo,Banngefäße,Vasijas Castigo,굴레의항아리,いましめのツボ
Mega Cuffs,Méga-Manchettes,Megapolsiere,Mega-Armbänder,Megabrazaletes,메가블레스,メガブレス
Cameruptites,Caméruptites,Cameruptiti,Cameruptnite,Cameruptitas,폭타나이트,バクーダナイト
Lopunnites,Lockpinites,Lopunniti,Schlapornite,Lopunnitas,이어롭나이트,ミミロップナイト
Salamencites,Drattakites,Salamenciti,Brutalandanite,Salamencitas,보만다나이트,ボーマンダナイト
Beedrillites,Dardargnites,Beedrilliti,Bibornite,Beedrillitas,독침붕나이트,スピアナイト
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき
Meteorites,Météorites,Meteoriti,Meteoriten,Meteoritos,운석,いんせき
Key Stones,Gemmes Sésame,Pietrechiave,Schlüssel-Steine,Piedras Activadoras,키스톤,キーストーン
Meteorite Shards,Éclats Météorite,Framm. meteorite,Meteoritenstücke,Fragmentos Meteorito,운석조각,いんせきのかけら
Eon Flutes,Flûtes Éon,Flauti Eone,Äon-Flöten,Flautas Eón,무한의피리,むげんのふえ
Normalium Zs,Normazélites,Normium Z,Normium Z,Normastales Z,노말Z,ノーマルＺ
Firium Zs,Pyrozélites,Pirium Z,Pyrium Z,Pirostales Z,불꽃Z,ホノオＺ
Waterium Zs,Aquazélites,Idrium Z,Aquium Z,Hidrostales Z,물Z,ミズＺ
Electrium Zs,Voltazélites,Electrium Z,Voltium Z,Electrostales Z,전기Z,デンキＺ
Grassium Zs,Florazélites,Herbium Z,Botanium Z,Fitostales Z,풀Z,クサＺ
Icium Zs,Cryozélites,Glacium Z,Glacium Z,Criostales Z,얼음Z,コオリＺ
Fightinium Zs,Combazélites,Luctium Z,Battalium Z,Lizastales Z,격투Z,カクトウＺ
Poisonium Zs,Toxizélites,Venenium Z,Toxium Z,Toxistales Z,독Z,ドクＺ
Groundium Zs,Terrazélites,Terrium Z,Terrium Z,Geostales Z,땅Z,ジメンＺ
Flyinium Zs,Aérozélites,Volantium Z,Aerium Z,Aerostales Z,비행Z,ヒコウＺ
Psychium Zs,Psychézélites,Psichium Z,Psium Z,Psicostales Z,에스퍼Z,エスパーＺ
Buginium Zs,Insectozélites,Insectium Z,Insectium Z,Insectostales Z,벌레Z,ムシＺ
Rockium Zs,Rocazélites,Petrium Z,Petrium Z,Litostales Z,바위Z,イワＺ
Ghostium Zs,Spectrozélites,Spectrium Z,Phantomium Z,Espectrostales Z,고스트Z,ゴーストＺ
Dragonium Zs,Dracozélites,Draconium Z,Dracium Z,Dracostales Z,드래곤Z,ドラゴンＺ
Darkinium Zs,Ténébrozélites,Obscurium Z,Noctium Z,Nictostales Z,악Z,アクＺ
Steelium Zs,Métallozélites,Metallium Z,Metallium Z,Metalostales Z,강철Z,ハガネＺ
Fairium Zs,Nymphézélites,Follectium Z,Sylphium Z,Feeristales Z,페어리Z,フェアリーＺ
Pikanium Zs,Pikazélites,Pikacium Z,Pikachium Z,Pikastales Z,피카츄Z,ピカチュウＺ
Bottle Caps,Capsules d’Argent,Tappi d’argento,Silberkronkorken,Chapas Plateadas,은왕관,ぎんのおうかん
Gold Bottle Caps,Capsules d’Or,Tappi d’oro,Goldkronkorken,Chapas Doradas,금왕관,きんのおうかん
Z-Rings,Bracelets Z,Cerchi Z,Z-Ringe,Pulseras Z,Z링,Ｚリング
Decidium Zs,Archézélites,Deciduenium Z,Silvarronium Z,Dueyestales Z,모크나이퍼Z,ジュナイパーＺ
Incinium Zs,Félinozélites,Incineronium Z,Fuegronium Z,Incinostales Z,어흥염Z,ガオガエンＺ
Primarium Zs,Oratozélites,Primarinium Z,Primarenium Z,Primastales Z,누리레느Z,アシレーヌＺ
Tapunium Zs,Tokozélites,Tapium Z,Kapium Z,Tapistales Z,카푸Z,カプＺ
Marshadium Zs,Marshadozélites,Marshadium Z,Marshadownium Z,Marshastales Z,마샤도Z,マーシャドーＺ
Aloraichium Zs,Aloraïzélites,Aloraicium Z,A-Raichunium Z,Alo-Raistales Z,알로라이Z,アロライＺ
Snorlium Zs,Ronflézélites,Snorlactium Z,Relaxonium Z,Snorlastales Z,잠만보Z,カビゴンＺ
Eevium Zs,Évolizélites,Eevium Z,Evolium Z,Eeveestales Z,이브이Z,イーブイＺ
Mewnium Zs,Mewzélites,Mewnium Z,Mewnium Z,Mewstales Z,뮤Z,ミュウＺ
Normalium Zs,Normazélites,Normium Z,Normium Z,Normastales Z,노말Z,ノーマルＺ
Firium Zs,Pyrozélites,Pirium Z,Pyrium Z,Pirostales Z,불꽃Z,ホノオＺ
Waterium Zs,Aquazélites,Idrium Z,Aquium Z,Hidrostales Z,물Z,ミズＺ
Electrium Zs,Voltazélites,Electrium Z,Voltium Z,Electrostales Z,전기Z,デンキＺ
Grassium Zs,Florazélites,Herbium Z,Botanium Z,Fitostales Z,풀Z,クサＺ
